Transaction_ID,Customer_ID,Gender,Age,Category,Quantity,Unit_Price,Discount,Date,Store_Region,Online_Or_Offline,Payment_Method,Total_Amount
TXN-00242,CUST-2803,Female,38,Furniture,3,668.97,0.07,2020-02-10,North,Online,Digital Wallet,1866.43
TXN-00243,CUST-0611,Male,51,Beauty,3,151.64,0.12,2020-02-10,West,Offline,Credit Card,400.33
TXN-00244,CUST-9818,Female,59,Furniture,1,780.01,0.11,2020-02-11,West,Offline,Debit Card,694.21
TXN-00245,CUST-1001,Female,25,Clothing,1,92.66,0.14,2020-02-11,West,Offline,Credit Card,79.69
TXN-00246,CUST-8633,Male,39,Grocery,10,56.91,0.05,2020-02-11,South,Online,Digital Wallet,540.64
TXN-00247,CUST-2365,Female,41,Grocery,2,30.52,0.04,2020-02-11,South,Online,Credit Card,58.6
TXN-00248,CUST-0878,Female,48,Clothing,4,249.15,0.25,2020-02-11,South,Offline,Credit Card,747.45
TXN-00249,CUST-3108,Female,69,Beauty,2,64.21,0.09,2020-02-11,South,Offline,Credit Card,116.86
TXN-00250,CUST-5142,Male,21,Beauty,2,85.19,0.09,2020-02-12,North,Offline,Debit Card,155.05
TXN-00251,CUST-9202,Female,27,Grocery,6,30.28,0.02,2020-02-12,South,Offline,Digital Wallet,178.05
TXN-00252,CUST-1881,Male,44,Electronics,2,391.25,0.05,2020-02-12,South,Online,Credit Card,743.38
TXN-00253,CUST-1375,Male,20,Furniture,1,350.9,0.3,2020-02-13,North,Online,Credit Card,245.63
TXN-00254,CUST-1765,Female,42,Beauty,3,70.16,0.09,2020-02-13,North,Online,Debit Card,191.54
TXN-00255,CUST-1869,Female,35,Clothing,6,205.34,0.2,2020-02-13,West,Online,Digital Wallet,985.63
TXN-00256,CUST-5436,Female,29,Beauty,1,84.7,0.1,2020-02-14,East,Online,Credit Card,76.23
TXN-00257,CUST-8462,Male,49,Beauty,1,115.36,0.14,2020-02-14,South,Online,Debit Card,99.21
TXN-00258,CUST-2548,Female,22,Clothing,2,164.73,0.21,2020-02-14,North,Online,Digital Wallet,260.27
TXN-00259,CUST-8023,Male,45,Electronics,1,329.49,0.05,2020-02-14,North,Online,Debit Card,313.02
TXN-00260,CUST-5535,Female,18,Beauty,1,59.32,0.12,2020-02-14,South,Offline,Debit Card,52.2
TXN-00261,CUST-4833,Female,41,Clothing,2,278.38,0.19,2020-02-14,North,Offline,Debit Card,450.98
TXN-00262,CUST-7227,Male,45,Grocery,12,40.55,0.03,2020-02-15,South,Online,Digital Wallet,472.0
TXN-00263,CUST-0408,Female,77,Beauty,3,84.92,0.11,2020-02-15,North,Offline,Debit Card,226.74
TXN-00264,CUST-6132,Male,35,Clothing,2,237.83,0.08,2020-02-15,North,Online,Debit Card,437.61
TXN-00265,CUST-5070,Male,31,Furniture,1,799.33,0.12,2020-02-15,East,Offline,Digital Wallet,703.41
TXN-00266,CUST-9969,Female,18,Electronics,1,314.24,0.05,2020-02-15,North,Offline,Cash,298.53
TXN-00267,CUST-5734,Male,26,Grocery,6,81.62,0.07,2020-02-15,East,Offline,Digital Wallet,455.44
TXN-00268,CUST-8980,Female,18,Beauty,4,156.0,0.08,2020-02-15,North,Offline,Cash,574.08
TXN-00269,CUST-5831,Female,52,Clothing,5,380.74,0.09,2020-02-15,North,Online,Debit Card,1732.37
TXN-00270,CUST-5883,Male,55,Electronics,4,439.07,0.13,2020-02-16,North,Offline,Digital Wallet,1527.96
TXN-00271,CUST-1677,Male,45,Electronics,3,814.03,0.14,2020-02-16,East,Online,Debit Card,2100.2
TXN-00272,CUST-6953,Female,57,Beauty,3,114.62,0.12,2020-02-16,West,Online,Debit Card,302.6
TXN-00273,CUST-7661,Male,42,Grocery,5,68.88,0.05,2020-02-16,East,Online,Debit Card,327.18
TXN-00274,CUST-5249,Female,44,Beauty,4,156.61,0.15,2020-02-17,West,Online,Digital Wallet,532.47
TXN-00275,CUST-8433,Male,46,Furniture,4,1109.65,0.15,2020-02-17,North,Offline,Cash,3772.81
TXN-00276,CUST-2390,Female,47,Furniture,2,1050.21,0.15,2020-02-17,West,Offline,Cash,1785.36
TXN-00277,CUST-4585,Female,30,Grocery,17,30.43,0.07,2020-02-18,East,Online,Debit Card,481.1
TXN-00278,CUST-9739,Female,37,Clothing,3,487.5,0.1,2020-02-18,North,Offline,Cash,1316.25
TXN-00279,CUST-2972,Male,44,Electronics,1,198.62,0.11,2020-02-18,West,Online,Digital Wallet,176.77
TXN-00280,CUST-3138,Female,44,Clothing,2,338.02,0.08,2020-02-18,North,Offline,Digital Wallet,621.96
TXN-00281,CUST-5802,Male,36,Electronics,3,937.5,0.07,2020-02-19,East,Offline,Credit Card,2615.62
TXN-00282,CUST-8750,Male,53,Grocery,9,66.64,0.02,2020-02-19,East,Offline,Credit Card,587.76
TXN-00283,CUST-2154,Male,41,Grocery,8,40.62,0.11,2020-02-19,North,Online,Credit Card,289.21
TXN-00284,CUST-8503,Male,31,Clothing,1,102.86,0.1,2020-02-19,East,Online,Debit Card,92.57
TXN-00285,CUST-3831,Female,20,Clothing,1,220.13,0.08,2020-02-19,North,Offline,Debit Card,202.52
TXN-00286,CUST-3570,Male,44,Furniture,4,920.08,0.09,2020-02-19,North,Online,Credit Card,3349.09
TXN-00287,CUST-9755,Male,46,Furniture,1,1015.93,0.09,2020-02-19,South,Online,Digital Wallet,924.5
TXN-00288,CUST-0509,Female,33,Beauty,5,91.27,0.11,2020-02-20,North,Online,Credit Card,406.15
TXN-00289,CUST-1525,Female,42,Clothing,2,133.11,0.16,2020-02-20,North,Offline,Debit Card,223.62
TXN-00290,CUST-0013,Female,51,Beauty,1,90.18,0.12,2020-02-20,East,Online,Credit Card,79.36
TXN-00291,CUST-7418,Male,53,Electronics,5,474.39,0.12,2020-02-20,South,Online,Debit Card,2087.32
TXN-00292,CUST-6942,Male,35,Electronics,2,336.39,0.05,2020-02-21,West,Offline,Debit Card,639.14
TXN-00293,CUST-3243,Male,18,Electronics,4,236.84,0.06,2020-02-21,East,Online,Debit Card,890.52
TXN-00294,CUST-9710,Male,67,Grocery,12,12.14,0.07,2020-02-21,North,Offline,Cash,135.48
TXN-00295,CUST-1475,Male,43,Furniture,2,707.38,0.1,2020-02-22,North,Offline,Credit Card,1273.28
TXN-00296,CUST-4677,Female,54,Clothing,5,250.7,0.08,2020-02-22,East,Online,Digital Wallet,1153.22
TXN-00297,CUST-2576,Male,31,Beauty,4,194.35,0.09,2020-02-22,East,Online,Digital Wallet,707.43
TXN-00298,CUST-4811,Female,36,Clothing,3,481.84,0.2,2020-02-22,North,Online,Credit Card,1156.42
TXN-00299,CUST-3201,Male,45,Clothing,6,228.64,0.14,2020-02-22,East,Offline,Digital Wallet,1179.78
TXN-00300,CUST-9095,Female,54,Furniture,4,410.4,0.1,2020-02-22,East,Online,Debit Card,1477.44
TXN-00301,CUST-9184,Male,18,Furniture,1,312.3,0.14,2020-02-22,East,Online,Digital Wallet,268.58
TXN-00302,CUST-7609,Female,32,Beauty,5,204.16,0.15,2020-02-23,West,Offline,Debit Card,867.68
TXN-00303,CUST-3765,Male,39,Clothing,2,239.06,0.11,2020-02-23,East,Offline,Digital Wallet,425.53
TXN-00304,CUST-2469,Female,23,Electronics,3,191.18,0.02,2020-02-23,West,Online,Digital Wallet,562.07
TXN-00305,CUST-6148,Female,35,Beauty,3,134.5,0.18,2020-02-23,West,Online,Digital Wallet,330.87
TXN-00306,CUST-3170,Female,42,Clothing,4,98.19,0.08,2020-02-24,South,Online,Credit Card,361.34
TXN-00307,CUST-8993,Male,33,Grocery,11,99.0,0.04,2020-02-24,South,Online,Digital Wallet,1045.44
TXN-00308,CUST-8330,Female,60,Electronics,1,673.84,0.15,2020-02-25,East,Offline,Credit Card,572.76
TXN-00309,CUST-9138,Female,53,Grocery,13,65.1,0.06,2020-02-25,East,Offline,Credit Card,795.52
TXN-00310,CUST-7131,Female,35,Grocery,11,23.5,0.02,2020-02-25,South,Online,Credit Card,253.33
TXN-00311,CUST-6185,Female,57,Grocery,12,49.96,0.04,2020-02-25,South,Offline,Debit Card,575.54
TXN-00312,CUST-1007,Female,71,Beauty,5,83.67,0.14,2020-02-25,East,Online,Digital Wallet,359.78
TXN-00313,CUST-3810,Male,72,Clothing,2,190.78,0.07,2020-02-25,West,Online,Debit Card,354.85
TXN-00314,CUST-2194,Female,18,Beauty,1,39.68,0.15,2020-02-26,South,Online,Digital Wallet,33.73
TXN-00315,CUST-6132,Female,33,Electronics,1,478.16,0.11,2020-02-26,North,Online,Credit Card,425.56
TXN-00316,CUST-7211,Male,39,Electronics,1,214.91,0.03,2020-02-26,East,Online,Debit Card,208.46
TXN-00317,CUST-0125,Male,58,Electronics,2,442.2,0.11,2020-02-26,North,Offline,Cash,787.12
TXN-00318,CUST-7161,Male,23,Grocery,7,45.24,0.04,2020-02-26,North,Online,Debit Card,304.01
TXN-00319,CUST-0009,Female,25,Clothing,1,235.85,0.17,2020-02-26,East,Online,Debit Card,195.76
TXN-00320,CUST-6317,Female,29,Beauty,1,88.18,0.17,2020-02-26,West,Online,Digital Wallet,73.19
TXN-00321,CUST-3576,Male,33,Grocery,6,19.87,0.05,2020-02-26,East,Online,Digital Wallet,113.26
TXN-00322,CUST-2950,Female,19,Furniture,1,370.43,0.06,2020-02-26,East,Offline,Digital Wallet,348.2
TXN-00323,CUST-2374,Male,26,Beauty,2,98.34,0.13,2020-02-27,North,Online,Digital Wallet,171.11
TXN-00324,CUST-2759,Male,57,Beauty,6,93.59,0.06,2020-02-27,West,Offline,Credit Card,527.85
TXN-00325,CUST-4371,Male,18,Beauty,2,96.58,0.11,2020-02-27,East,Offline,Credit Card,171.91
TXN-00326,CUST-2406,Male,38,Grocery,3,60.16,0.02,2020-02-27,North,Offline,Cash,176.87
TXN-00327,CUST-3121,Male,42,Beauty,2,65.5,0.15,2020-02-27,East,Offline,Digital Wallet,111.35
TXN-00328,CUST-3254,Male,18,Grocery,11,20.57,0.03,2020-02-27,South,Offline,Digital Wallet,219.48
TXN-00329,CUST-5173,Male,46,Grocery,3,107.81,0.03,2020-02-28,East,Online,Digital Wallet,313.73
TXN-00330,CUST-4023,Male,20,Beauty,1,56.76,0.14,2020-02-28,West,Online,Credit Card,48.81
TXN-00331,CUST-5306,Female,48,Furniture,2,1363.32,0.12,2020-02-28,South,Online,Digital Wallet,2399.44
TXN-00332,CUST-2073,Female,46,Clothing,4,271.23,0.1,2020-02-28,North,Online,Credit Card,976.43
TXN-00333,CUST-0631,Female,26,Beauty,5,157.72,0.1,2020-02-28,East,Offline,Debit Card,709.74
TXN-00334,CUST-6903,Male,51,Clothing,2,210.7,0.25,2020-02-28,North,Offline,Debit Card,316.05
TXN-00335,CUST-0492,Male,25,Grocery,8,75.0,0.03,2020-02-28,East,Online,Digital Wallet,582.0
TXN-00336,CUST-0715,Female,18,Clothing,5,111.99,0.16,2020-02-28,East,Offline,Digital Wallet,470.36
TXN-00337,CUST-3729,Female,43,Beauty,2,85.56,0.15,2020-02-28,South,Offline,Debit Card,145.45
TXN-00338,CUST-0091,Male,37,Clothing,1,278.4,0.13,2020-02-29,West,Online,Digital Wallet,242.21
TXN-00339,CUST-2362,Male,61,Beauty,1,187.5,0.06,2020-02-29,East,Offline,Cash,176.25
TXN-00340,CUST-4063,Female,49,Clothing,3,248.15,0.25,2020-03-01,East,Online,Debit Card,558.34
TXN-00341,CUST-3810,Female,51,Furniture,1,1410.43,0.2,2020-03-01,West,Online,Debit Card,1128.34
TXN-00342,CUST-7753,Female,54,Clothing,5,211.76,0.12,2020-03-01,West,Offline,Digital Wallet,931.74
TXN-00343,CUST-6108,Male,38,Beauty,3,225.0,0.16,2020-03-01,South,Offline,Debit Card,567.0
TXN-00344,CUST-0027,Male,34,Furniture,1,332.41,0.18,2020-03-01,East,Online,Digital Wallet,272.58
TXN-00345,CUST-0607,Female,21,Clothing,1,250.0,0.13,2020-03-01,East,Offline,Digital Wallet,217.5
TXN-00346,CUST-7574,Male,42,Electronics,2,732.3,0.03,2020-03-01,West,Online,Digital Wallet,1420.66
TXN-00347,CUST-9945,Female,53,Furniture,3,554.08,0.11,2020-03-01,North,Offline,Digital Wallet,1479.39
TXN-00348,CUST-5710,Male,32,Clothing,4,396.0,0.07,2020-03-01,South,Offline,Cash,1473.12
TXN-00349,CUST-0026,Female,26,Grocery,15,72.95,0.05,2020-03-01,West,Offline,Digital Wallet,1039.54
TXN-00350,CUST-8539,Female,20,Electronics,1,397.46,0.11,2020-03-01,North,Online,Debit Card,353.74
TXN-00351,CUST-8195,Female,44,Grocery,11,46.25,0.11,2020-03-02,East,Offline,Credit Card,452.79
TXN-00352,CUST-4922,Male,36,Electronics,1,295.29,0.04,2020-03-02,East,Offline,Debit Card,283.48
TXN-00353,CUST-8993,Female,46,Grocery,8,89.34,0.05,2020-03-02,South,Online,Digital Wallet,678.98
TXN-00354,CUST-5856,Male,58,Clothing,1,113.86,0.24,2020-03-02,West,Online,Debit Card,86.53
TXN-00355,CUST-4082,Male,45,Beauty,5,140.33,0.1,2020-03-02,West,Offline,Debit Card,631.49
TXN-00356,CUST-5289,Female,35,Beauty,3,100.8,0.15,2020-03-02,West,Online,Credit Card,257.04
TXN-00357,CUST-6770,Male,26,Electronics,3,497.56,0.09,2020-03-02,East,Online,Digital Wallet,1358.34
TXN-00358,CUST-9468,Male,23,Clothing,3,96.02,0.2,2020-03-02,East,Online,Digital Wallet,230.45
TXN-00359,CUST-0043,Female,38,Grocery,11,93.14,0.06,2020-03-03,East,Online,Credit Card,963.07
TXN-00360,CUST-9799,Female,53,Beauty,3,112.67,0.08,2020-03-03,East,Offline,Credit Card,310.97
TXN-00361,CUST-3421,Female,57,Clothing,3,95.61,0.12,2020-03-03,West,Online,Credit Card,252.41
TXN-00362,CUST-1997,Male,72,Grocery,9,38.57,0.02,2020-03-03,West,Offline,Cash,340.19
TXN-00363,CUST-6623,Male,19,Clothing,3,320.0,0.17,2020-03-03,West,Online,Debit Card,796.8
TXN-00364,CUST-7616,Male,32,Beauty,2,88.62,0.16,2020-03-03,North,Offline,Credit Card,148.88
TXN-00365,CUST-2723,Male,63,Grocery,9,49.35,0.07,2020-03-03,West,Offline,Credit Card,413.06
TXN-00366,CUST-7789,Male,25,Electronics,1,550.15,0.09,2020-03-03,South,Offline,Cash,500.64
TXN-00367,CUST-9246,Male,43,Electronics,1,398.68,0.01,2020-03-04,East,Offline,Debit Card,394.69
TXN-00368,CUST-0599,Male,36,Furniture,2,905.14,0.23,2020-03-04,West,Offline,Cash,1393.92
TXN-00369,CUST-1821,Male,23,Grocery,9,80.0,0.08,2020-03-04,West,Online,Debit Card,662.4
TXN-00370,CUST-1025,Male,50,Beauty,1,127.11,0.13,2020-03-04,South,Offline,Cash,110.59
TXN-00371,CUST-7135,Male,27,Electronics,2,320.28,0.03,2020-03-04,West,Online,Digital Wallet,621.34
TXN-00372,CUST-8530,Male,44,Grocery,7,43.92,0.01,2020-03-05,East,Online,Digital Wallet,304.37
TXN-00373,CUST-5791,Female,35,Beauty,3,160.05,0.16,2020-03-05,East,Online,Credit Card,403.33
TXN-00374,CUST-6938,Male,36,Electronics,1,603.06,0.06,2020-03-05,North,Offline,Debit Card,566.88
TXN-00375,CUST-7051,Female,36,Beauty,3,163.29,0.21,2020-03-05,West,Online,Digital Wallet,387.0
TXN-00376,CUST-5354,Female,50,Clothing,5,167.2,0.14,2020-03-05,West,Offline,Digital Wallet,718.96
TXN-00377,CUST-0878,Female,53,Clothing,4,414.0,0.22,2020-03-06,South,Offline,Cash,1291.68
TXN-00378,CUST-4581,Male,29,Clothing,3,440.0,0.17,2020-03-06,West,Online,Credit Card,1095.6
TXN-00379,CUST-0473,Female,55,Beauty,3,147.23,0.15,2020-03-06,West,Offline,Debit Card,375.44
TXN-00380,CUST-3531,Female,36,Beauty,2,118.29,0.14,2020-03-06,East,Online,Digital Wallet,203.46
TXN-00381,CUST-4814,Male,76,Clothing,4,210.35,0.13,2020-03-06,South,Offline,Credit Card,732.02
TXN-00382,CUST-8094,Male,19,Clothing,3,251.26,0.1,2020-03-07,South,Online,Digital Wallet,678.4
TXN-00383,CUST-0756,Male,30,Grocery,10,23.36,0.01,2020-03-07,West,Online,Digital Wallet,231.26
TXN-00384,CUST-5948,Female,52,Electronics,4,263.18,0.09,2020-03-07,North,Offline,Digital Wallet,957.98
TXN-00385,CUST-9906,Male,53,Clothing,3,176.7,0.12,2020-03-07,North,Offline,Digital Wallet,466.49
TXN-00386,CUST-3504,Male,40,Furniture,5,1183.04,0.15,2020-03-07,North,Online,Credit Card,5027.92
TXN-00387,CUST-2753,Male,22,Beauty,3,88.32,0.14,2020-03-07,South,Offline,Digital Wallet,227.87
TXN-00388,CUST-1663,Male,18,Clothing,7,166.76,0.19,2020-03-07,South,Offline,Credit Card,945.53
TXN-00389,CUST-2303,Female,38,Furniture,1,654.2,0.13,2020-03-07,West,Online,Credit Card,569.15
TXN-00390,CUST-0635,Female,74,Beauty,1,122.54,0.11,2020-03-08,West,Offline,Debit Card,109.06
TXN-00391,CUST-5311,Female,45,Beauty,2,128.12,0.1,2020-03-08,North,Offline,Credit Card,230.62
TXN-00392,CUST-6515,Male,39,Furniture,2,603.46,0.16,2020-03-08,South,Online,Digital Wallet,1013.81
TXN-00393,CUST-3916,Male,43,Electronics,1,406.66,0.15,2020-03-08,South,Online,Debit Card,345.66
TXN-00394,CUST-9026,Male,34,Electronics,2,570.98,0.06,2020-03-08,North,Online,Debit Card,1073.44
TXN-00395,CUST-6330,Female,49,Grocery,7,112.12,0.06,2020-03-08,North,Online,Credit Card,737.75
TXN-00396,CUST-1460,Male,60,Electronics,1,286.46,0.05,2020-03-08,West,Offline,Digital Wallet,272.14
TXN-00397,CUST-1629,Female,57,Furniture,2,1500.0,0.12,2020-03-08,West,Offline,Cash,2640.0
TXN-00398,CUST-3543,Female,57,Clothing,1,219.91,0.23,2020-03-08,West,Offline,Cash,169.33
TXN-00399,CUST-5133,Female,34,Grocery,7,83.91,0.01,2020-03-09,East,Offline,Digital Wallet,581.5
TXN-00400,CUST-5522,Female,18,Furniture,3,397.82,0.1,2020-03-09,East,Online,Credit Card,1074.11
TXN-00401,CUST-4358,Female,29,Beauty,2,99.17,0.17,2020-03-09,East,Offline,Digital Wallet,164.62
TXN-00402,CUST-9165,Male,33,Grocery,6,57.77,0.05,2020-03-09,West,Offline,Cash,329.29
TXN-00403,CUST-2276,Female,78,Electronics,2,241.07,0.12,2020-03-10,West,Offline,Debit Card,424.28
TXN-00404,CUST-8879,Male,42,Beauty,1,98.12,0.15,2020-03-10,North,Online,Credit Card,83.4
TXN-00405,CUST-4893,Male,69,Clothing,3,76.31,0.13,2020-03-10,East,Online,Debit Card,199.17
TXN-00406,CUST-7417,Female,21,Furniture,4,356.19,0.13,2020-03-11,North,Offline,Cash,1239.54
TXN-00407,CUST-2469,Male,58,Furniture,1,1226.85,0.15,2020-03-11,West,Online,Digital Wallet,1042.82
TXN-00408,CUST-7828,Female,41,Beauty,4,105.86,0.1,2020-03-11,West,Offline,Cash,381.1
TXN-00409,CUST-1267,Male,38,Grocery,8,56.69,0.01,2020-03-11,East,Offline,Digital Wallet,448.98
TXN-00410,CUST-4998,Male,43,Grocery,5,83.31,0.1,2020-03-11,West,Offline,Cash,374.9
TXN-00411,CUST-3762,Female,64,Clothing,5,43.07,0.15,2020-03-12,East,Online,Credit Card,183.05
TXN-00412,CUST-8356,Female,54,Beauty,5,41.08,0.07,2020-03-12,North,Online,Digital Wallet,191.02
TXN-00413,CUST-8333,Male,18,Grocery,5,73.16,0.07,2020-03-12,North,Offline,Digital Wallet,340.19
TXN-00414,CUST-3178,Male,44,Clothing,7,150.59,0.1,2020-03-12,West,Offline,Cash,948.72
TXN-00415,CUST-4098,Female,51,Grocery,12,50.35,0.04,2020-03-13,South,Online,Digital Wallet,580.03
TXN-00416,CUST-1975,Male,38,Furniture,3,731.11,0.13,2020-03-13,West,Offline,Credit Card,1908.2
TXN-00417,CUST-8026,Male,58,Electronics,2,286.22,0.05,2020-03-13,East,Offline,Credit Card,543.82
TXN-00418,CUST-7738,Female,51,Clothing,1,448.5,0.27,2020-03-13,North,Offline,Debit Card,327.4
TXN-00419,CUST-0999,Female,57,Clothing,2,228.12,0.09,2020-03-14,West,Online,Digital Wallet,415.18
TXN-00420,CUST-8908,Male,32,Electronics,1,484.3,0.09,2020-03-14,West,Offline,Cash,440.71
TXN-00421,CUST-2117,Male,47,Grocery,12,74.98,0.04,2020-03-14,South,Online,Digital Wallet,863.77
TXN-00422,CUST-4179,Female,25,Clothing,2,227.95,0.08,2020-03-14,East,Online,Digital Wallet,419.43
TXN-00423,CUST-7952,Male,72,Beauty,1,68.29,0.12,2020-03-14,West,Offline,Cash,60.1
TXN-00424,CUST-2741,Male,18,Furniture,1,741.74,0.22,2020-03-14,West,Offline,Cash,578.56
TXN-00425,CUST-9755,Male,54,Grocery,13,15.42,0.07,2020-03-15,South,Online,Credit Card,186.43
TXN-00426,CUST-9466,Female,48,Clothing,7,146.56,0.06,2020-03-15,East,Offline,Credit Card,964.36
TXN-00427,CUST-6639,Female,32,Beauty,5,79.94,0.09,2020-03-15,South,Online,Debit Card,363.73
TXN-00428,CUST-1466,Female,18,Beauty,4,126.22,0.15,2020-03-15,East,Online,Credit Card,429.15
TXN-00429,CUST-3027,Female,39,Furniture,2,938.24,0.21,2020-03-16,East,Offline,Cash,1482.42
TXN-00430,CUST-0824,Male,31,Grocery,17,96.56,0.08,2020-03-16,East,Online,Debit Card,1510.2
TXN-00431,CUST-1645,Female,18,Electronics,1,246.51,0.13,2020-03-17,East,Offline,Digital Wallet,214.46
TXN-00432,CUST-6256,Female,35,Beauty,4,82.82,0.15,2020-03-17,South,Offline,Cash,281.59
TXN-00433,CUST-1354,Male,21,Electronics,2,506.62,0.1,2020-03-17,South,Offline,Cash,911.92
TXN-00434,CUST-2979,Female,26,Electronics,1,304.03,0.04,2020-03-17,West,Offline,Cash,291.87
TXN-00435,CUST-8291,Female,36,Furniture,2,720.58,0.1,2020-03-18,West,Online,Debit Card,1297.04
TXN-00436,CUST-4406,Male,56,Clothing,2,273.83,0.12,2020-03-18,North,Online,Credit Card,481.94
TXN-00437,CUST-7236,Female,38,Beauty,3,233.38,0.08,2020-03-18,West,Online,Digital Wallet,644.13
TXN-00438,CUST-8879,Female,44,Beauty,1,140.09,0.09,2020-03-18,North,Offline,Cash,127.48
TXN-00439,CUST-1003,Male,38,Clothing,2,407.85,0.13,2020-03-19,South,Offline,Digital Wallet,709.66
TXN-00440,CUST-2194,Male,18,Furniture,2,521.62,0.18,2020-03-19,South,Online,Credit Card,855.46
TXN-00441,CUST-5430,Female,18,Clothing,3,133.53,0.27,2020-03-19,West,Offline,Digital Wallet,292.43
TXN-00442,CUST-5123,Female,26,Beauty,1,93.08,0.1,2020-03-19,East,Online,Digital Wallet,83.77
TXN-00443,CUST-8636,Male,29,Electronics,4,459.03,0.07,2020-03-19,West,Online,Digital Wallet,1707.59
TXN-00444,CUST-9074,Female,32,Beauty,1,131.96,0.11,2020-03-19,East,Online,Digital Wallet,117.44
TXN-00445,CUST-2689,Male,36,Grocery,9,60.22,0.07,2020-03-19,South,Online,Credit Card,504.04
TXN-00446,CUST-8715,Male,39,Clothing,3,262.47,0.13,2020-03-19,South,Offline,Credit Card,685.05
TXN-00447,CUST-0009,Male,53,Furniture,3,804.4,0.13,2020-03-19,East,Online,Credit Card,2099.48
TXN-00448,CUST-3750,Male,18,Furniture,1,310.8,0.09,2020-03-20,South,Online,Digital Wallet,282.83
TXN-00449,CUST-2491,Male,34,Clothing,3,279.06,0.21,2020-03-20,West,Offline,Credit Card,661.37
TXN-00450,CUST-4703,Male,46,Electronics,3,542.32,0.08,2020-03-20,North,Online,Debit Card,1496.8
TXN-00451,CUST-6500,Male,24,Furniture,3,460.51,0.18,2020-03-20,North,Online,Digital Wallet,1132.85
TXN-00452,CUST-8646,Male,58,Electronics,3,418.27,0.01,2020-03-21,West,Online,Debit Card,1242.26
TXN-00453,CUST-6702,Female,59,Grocery,9,97.5,0.03,2020-03-21,North,Online,Debit Card,851.18
TXN-00454,CUST-3206,Female,18,Clothing,2,132.19,0.15,2020-03-21,East,Online,Credit Card,224.72
TXN-00455,CUST-3708,Male,27,Furniture,2,1056.13,0.15,2020-03-21,North,Offline,Credit Card,1795.42
TXN-00456,CUST-0548,Male,68,Grocery,11,27.04,0.05,2020-03-22,South,Offline,Digital Wallet,282.57
TXN-00457,CUST-9117,Female,32,Beauty,4,98.85,0.12,2020-03-22,West,Offline,Digital Wallet,347.95
TXN-00458,CUST-7855,Male,48,Beauty,3,191.34,0.13,2020-03-22,West,Online,Digital Wallet,499.4
TXN-00459,CUST-8609,Male,18,Furniture,4,414.59,0.2,2020-03-22,North,Online,Digital Wallet,1326.69
TXN-00460,CUST-3221,Male,55,Electronics,2,637.58,0.13,2020-03-23,South,Online,Credit Card,1109.39
TXN-00461,CUST-2235,Male,18,Furniture,2,663.7,0.17,2020-03-23,West,Online,Credit Card,1101.74
TXN-00462,CUST-4597,Male,37,Furniture,1,1638.52,0.24,2020-03-23,East,Online,Credit Card,1245.28
TXN-00463,CUST-6595,Male,18,Clothing,1,288.0,0.15,2020-03-23,South,Online,Debit Card,244.8
TXN-00464,CUST-1308,Male,42,Electronics,1,432.16,0.13,2020-03-24,West,Online,Debit Card,375.98
TXN-00465,CUST-2433,Female,42,Beauty,2,110.62,0.07,2020-03-24,West,Online,Credit Card,205.75
TXN-00466,CUST-7903,Female,60,Furniture,1,223.64,0.09,2020-03-24,West,Online,Digital Wallet,203.51
TXN-00467,CUST-8464,Female,33,Beauty,2,124.0,0.14,2020-03-24,North,Online,Digital Wallet,213.28
TXN-00468,CUST-7849,Male,59,Furniture,1,451.64,0.13,2020-03-24,South,Offline,Cash,392.93
TXN-00469,CUST-5569,Male,31,Beauty,4,29.51,0.16,2020-03-25,South,Online,Digital Wallet,99.15
TXN-00470,CUST-4223,Male,51,Electronics,1,499.46,0.02,2020-03-25,East,Offline,Debit Card,489.47
TXN-00471,CUST-2488,Female,28,Beauty,4,100.46,0.24,2020-03-25,South,Offline,Credit Card,305.4
TXN-00472,CUST-1081,Male,25,Grocery,14,41.81,0.08,2020-03-25,South,Online,Credit Card,538.51
TXN-00473,CUST-2070,Male,46,Grocery,9,61.28,0.03,2020-03-25,West,Offline,Cash,534.97
TXN-00474,CUST-6841,Male,56,Grocery,6,63.42,0.07,2020-03-25,East,Offline,Credit Card,353.88
TXN-00475,CUST-9710,Female,63,Beauty,3,175.37,0.12,2020-03-26,North,Offline,Debit Card,462.98
